uuid;Spotted_by;change_type;indicator;Current_value;new_value_1;new_value_2;new_value_3;issue
8f94e6c1-8239-4e4a-b917-68d2beeda06f;mathias;change_response;challenge;Reduced number of customers ;Lack of customers;;;
72ecdfb8-9fd8-4fe8-8be6-3f3c88e03077;mathias;change_response;challenge;blank;no change;;;
033f9e38-2db4-4acc-a387-3343989ed37b;mathias;change_response;challenge;Transport ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
deb9f53d-80be-4efb-86af-b49f67cf6e15;mathias;change_response;challenge;Transport ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
ee78d566-8ed0-4749-93da-b183b8e42aa9;mathias;change_response;challenge;Time factor have limited operation hours, transport and regular movements makin connection of business difficult;Curfew restrictions causing markets to close early;;;
54bb4b3f-684e-4aa0-8565-4ada84cb316f;mathias;change_response;challenge;Police restrictions and closure;Curfew restrictions causing markets to close early;;;
9c48baf5-4104-4406-9341-ceae5ec76d7e;mathias;change_response;challenge;Miss communication between the police / security agency and commandant on opening and closing businesses / food shops ;communication gaps;;;
ab3cda0e-5730-4ec2-b1df-e65c31f1af64;mathias;change_response;challenge;Limited transport means ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
4be3e8ba-c96b-492e-8527-5a090feaddfe;mathias;change_response;challenge;Lack of beans and fear of getting coving since we lack gears  and they try to make us sleep here yet it's not a setting for staying;Limited supply of some commodities;;;
6d28d015-5b2a-4faa-a9a0-4b951e28f81d;mathias;change_response;challenge;Customers are still few yet most people from other businesses have resorted selling food items too in the market;Lack of customers;;;
9e0f58f6-8893-4b77-8c66-8b31866e5afd;mathias;change_response;challenge;Hard to transport commodities;Public and private transport restrictions limiting traders and customers from accessing markets;;;
ccc151cf-f7a6-4545-afab-50bd47d0d402;mathias;change_response;challenge;No enough space for the people in the market yet there is Corona,no money .;Lack of space in the market to observe social distancing measures;;;
e9d1589a-b853-4e72-a17f-fcd433a38d9a;mathias;change_response;challenge;No money,you can sit the all day without acustomer coming in,no means for transporting goods.;Lack of customers;;;
3e16d3fd-aa22-4085-bc66-b5b42dbc8cd2;mathias;change_response;challenge;No customers,no money,hard to transport the commodities.;Lack of customers;;;
ec5963e5-2c3d-43e9-8b9a-3070561806ac;mathias;change_response;challenge;No commodities,no customers,fear of Corona passing through money transaction.;Limited supply of some commodities;;;
6afbd5b6-a2e3-44e3-b395-79428db3d530;mathias;change_response;challenge;Reduced sales;no change;;;
f5a3c79b-a9b1-45f4-89db-cd93e63329f5;mathias;change_response;challenge;Transport challenges;Public and private transport restrictions limiting traders and customers from accessing markets;;;
25b4efa9-e0da-4ec1-a615-b62596befb12;mathias;change_response;challenge;Increased whole sale prices for soap;Increased price of some commodities from suppliers;;;
9cde405f-9f84-40c5-a268-633bdce2401b;mathias;change_response;challenge;Limited goods due to difficulty in supply;Limited supply of some commodities;;;
c10feff0-39fa-43dd-8c41-7a4edaf12350;mathias;change_response;challenge;Stock getting over and on supplies;Limited supply of some commodities;;;
7b01cdcc-79b0-498b-b5a2-3805f915dc42;mathias;change_response;challenge;Difficulty in getting commodities like beans and rice;Limited supply of some commodities;;;
cf733634-ba30-4729-b56a-f7bc0ba901e1;mathias;change_response;challenge;Running out of stock certain commodities;Limited supply of some commodities;;;
d8cc75f1-0f40-4355-a048-40220c147740;mathias;change_response;challenge;Difficulty in obtaining some commodities like beans and cooking oil;Limited supply of some commodities;;;
ff10c060-c429-434b-a2f5-b0cf0740cc19;mathias;change_response;challenge;Interruptions from rainy weather;Heavy rains;;;
722c6fbc-f92c-4126-9d75-281897611979;mathias;change_response;challenge;Heavy rains;Heavy rains;;;
3a69e59b-9cdd-499e-a3c4-0f0b1a31fe25;mathias;change_response;challenge;Transport challenges;Public and private transport restrictions limiting traders and customers from accessing markets;;;
986be077-0878-47ec-babf-078ca596894b;mathias;change_response;challenge;The available stocks running out;Limited supply of some commodities;;;
f4af4f26-b567-4162-b947-502a59297c33;mathias;change_response;challenge;Getting commodity to sell is very difficult and transport is hard to  get;Limited supply of some commodities and lack of transport;;;
f8d23c9a-1c01-4d30-ba55-59c96a79ab41;mathias;change_response;challenge;Transport;Public and private transport restrictions limiting traders and customers from accessing markets;;;
e26c2c12-72c3-43e7-83f9-8707c72cc4be;mathias;change_response;challenge;Transport is hard to get and hiring a motorcycle is expensive ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
143915ca-bc0a-4e7c-a892-8e6649084a26;mathias;change_response;challenge;Transportation ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
12230aef-abb1-4081-a2d4-b080115bfa58;mathias;change_response;challenge;Transportation ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
69b6bc7d-6d3b-406c-925b-879ed288a248;mathias;change_response;challenge;Transportation ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
e2e43a0f-55db-4800-ad96-8f47b737ea48;mathias;change_response;challenge;Transportation ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
41613c94-0140-4491-87c4-1f2399a187b7;mathias;change_response;challenge;Transportation ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
8dd8fea811b04e96825017d0d55d9826;mathias;change_response;challenge;Low customer turn up;Lack of customers;;;
3ed27c7742a24816882d3a128543d21e;mathias;change_response;challenge;"Low sales 
Low stock";Reduced sales;;;
28e86a3f-e588-4d5e-bf34-023249a7317e;mathias;change_response;challenge;Transport challenges ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
6ede7ba9-50ae-4667-876b-89b5917383b7;mathias;change_response;challenge;Transport challenges ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
35a46fe9-f953-43de-be55-bc74e40a2821;mathias;change_response;challenge;Limited capital ;Traders have lack of cash to purchase more stock;;;
e6466fdc-403c-4091-88d0-53d5018c0b44;mathias;change_response;challenge;Difficulty in obtaining commodities due to transport restrictions ;Transport restrictions limiting ability to source market items;;;
ad7b423e-e571-43eb-a7c0-b54ef53cf1d3;mathias;change_response;challenge;Transport challenges ;Public and private transport restrictions limiting traders and customers from accessing markets;;;
f1e9a983-ce16-4186-a56a-a4783ab97df6;mathias;change_response;challenge;Low sales;Reduced sales;;;
b632a938-f84c-4ad8-9db9-5de2f2cb95ff;mathias;change_response;challenge;Few customers;Lack of customers;;;
5ff4ba15-646e-46cd-9ddd-27c6bd8b4157;mathias;change_response;challenge;Low sales;Reduced sales;;;
940f7b50-b770-4005-9aa1-5aa22cc2fb9a;mathias;change_response;challenge;Low sales;Reduced sales;;;
71ea41cd-bf03-4eae-b288-80c1237211e2;mathias;change_response;challenge;Low sales;Reduced sales;;;
b9b0d851-bfbd-4509-a73f-6867b5d0546a;mathias;change_response;challenge;Transportation challenge as a result of ban on use of public means;Public and private transport restrictions limiting traders and customers from accessing markets;;;
c112f9f7-a855-44da-bdd8-891e79f5a173;mathias;change_response;challenge;Reduction in rations affecting stock purchase within the settlement.;Reduction of food rations affecting traders within settlements;;;
b5ae681a-ee01-4b83-9da7-e72ed31de502;mathias;change_response;challenge;Continuous changes of prices of commodities in the market;Price fluctuation of commodities;;;
35e94427-8ee0-488b-a385-f4bc6753d4e3;mathias;change_response;challenge;Limited stock as a result of reduction in rations;Reduction of food rations affecting traders within settlements;;;
afbc5303-a97b-4128-810f-14991a0842a0;mathias;change_response;challenge;Early closing of businesses;Curfew restrictions causing markets to close early;;;
19fc844e-1a18-4395-a143-0d581839dbef;mathias;change_response;challenge;Buyers were remaining at home for the purpose of their safety;Public and private transport restrictions limiting traders and customers from accessing markets;;;
3b3e641e-560f-43d0-9bb4-16aad4de7888;mathias;change_response;challenge;Reduced customers;Lack of customers;;;
37125456-2e45-449d-ae97-42203d1a0537;mathias;change_response;challenge;No;none;;;
8cb79240-ed61-4f12-85ed-2926a8c941c8;mathias;change_response;challenge;Limited transport hence no out sourcing for new stock of items/ commodity;Public and private transport restrictions limiting traders and customers from accessing markets;;;
55e008ed-bbe8-48dd-95f7-5d475a73e08f;mathias;change_response;challenge;Limited transport and low sales;Public and private transport restrictions limiting traders and customers from accessing markets;;;
6bb35930-60c1-4696-a83b-a120a48e4d76;mathias;change_response;challenge;Low sales;Reduced sales;;;
56719ef5-cda9-458d-b274-ef48becbc59a;mathias;change_response;challenge;Limited transport;Public and private transport restrictions limiting traders and customers from accessing markets;;;
3a3f3c5d-cd40-428c-861f-bd8f5a754873;mathias;change_response;challenge;Low sales;Reduced sales;;;
b4f5776d-6e42-4723-a2bc-40ed8fafbe6d;mathias;change_response;challenge;Limited transport and low sales;Public and private transport restrictions limiting traders and customers from accessing markets;;;
422c0e84-dd40-4252-9f96-15dea6086dd0;mathias;change_response;challenge;Low sales;Reduced sales;;;
675571fa-4d68-4d42-86f8-fc91bce0cd0d;mathias;change_response;challenge;Low sales;Reduced sales;;;
ba13e6e9-bd44-4f8d-a689-d20e14c5564d;mathias;change_response;challenge;Limited  transport;Public and private transport restrictions limiting traders and customers from accessing markets;;;
4f75eb1d-8846-43c7-acb0-e83d380e61ba;mathias;change_response;challenge;Limited transport;Public and private transport restrictions limiting traders and customers from accessing markets;;;
d7604e06-4001-4c60-8065-a1c95421a912;mathias;change_response;challenge;Limited  transport;Public and private transport restrictions limiting traders and customers from accessing markets;;;
7ea614c6-4cda-4728-8c07-7b75f431fa2e;mathias;change_response;challenge;Low sales and limited transport;Reduced sales;;;
0888de4f-bed8-4b15-90e8-03d7d5bd7e4d;mathias;change_response;challenge;Limited transport;Public and private transport restrictions limiting traders and customers from accessing markets;;;
6bfeabc1-3f7f-4be5-95b3-dcf8ec7f5159;mathias;change_response;challenge;Limited transport and hence can not got out to source for the required commodities;Public and private transport restrictions limiting traders and customers from accessing markets;;;
787acf82-461c-44be-8d43-1544b3c97180;mathias;change_response;challenge;Limited  transport;Public and private transport restrictions limiting traders and customers from accessing markets;;;
be17bb40-b48c-4357-b1c8-ba64d5cf74a9;mathias;change_response;challenge;Low sales and Limited transport;Reduced sales;;;
de35fc00-26c6-4c49-929c-7312ac78d629;mathias;change_response;challenge;Limited transport;Public and private transport restrictions limiting traders and customers from accessing markets;;;
2cd35506-019b-473f-8c07-5506a60855f6;mathias;change_response;challenge;Limited transport and hence not able to outsource other required commodities;Public and private transport restrictions limiting traders and customers from accessing markets;;;
3b5dbd1b-35fe-475d-980a-9882920d1e45;mathias;change_response;challenge;Limited transport and price fluctuation;Public and private transport restrictions limiting traders and customers from accessing markets;;;
5911ca29-40e8-4012-b107-bd367ec79031;mathias;change_response;challenge;Price fluctuation;Price fluctuation of commodities;;;
a98da92f-9561-4eea-81a2-156d762e000b;mathias;change_response;challenge;Prince  fluctuation;Price fluctuation of commodities;;;
586985719e2b46f2b1a62257a4b7f324;mathias;change_response;challenge;Transportation of commodities to market place;Transport restrictions limiting ability to source market items;;;
98671470a7904775bf6c21f4e8d322dc;mathias;change_response;challenge;Transportation of commodities to market place;Transport restrictions limiting ability to source market items;;;
f167752b7097470890f7d310f8c4c06f;mathias;change_response;challenge;Depletion of busiess capital;Traders have lack of cash to purchase more stock;;;
1e828f5f-7161-4e0f-ba25-6237509eefe5;mathias;change_response;challenge;They number of buyers is still low.;Lack of customers;;;
20a6774a-fb9f-4548-add3-f190a592ff27;mathias;change_response;challenge;Fewer receipt of maize and beans from beneficiaries.;Limited supply of some commodities;;;
da6ff5a8-8e20-45f2-b61c-ddadc724587a;mathias;change_response;challenge;Failure to get what to sell since the refugees are no longer selling part of their ration.;Reduction of food rations affecting traders within settlements;;;
e0375cf8-4380-4505-8af6-fe056c55bfe7;mathias;change_response;challenge;Reduced demand of goods by consumers.;Reduced sales;;;
704fb454-b98f-4a65-9761-c3182793ebc8;mathias;change_response;challenge;Acquiring new stock has been difficult since only two people are allowed in a truck yet traders used to contribute and send few members to go do purchasing of new stock.;Transport restrictions limiting ability to source market items;;;
57ebb47b-174a-489c-a151-7640bb9b73d9;mathias;change_response;challenge;Besides less sales all is well.;Reduced sales;;;
5d1a0a9c-8ff5-40d7-9d1a-5e250670edbd;mathias;change_response;challenge;Last week sales were fair therefore it was a good week.;none;;;
f5bb7318-c4fd-4b80-bb1d-5acd5bffcdce;mathias;change_response;challenge;Low customer turn up.;Lack of customers;;;
c442e0ae-5524-46bc-861e-3cead6f2d9d3;mathias;change_response;challenge;Suppliers of beans have not returned so the market is running out of stock.;Limited supply of some commodities;;;
d7d15dc5-26f7-4440-bcd8-fb85c7fa1511;mathias;change_response;challenge;Very low demand by customers;Reduced sales;;;
819457bf-acb9-45d9-a60f-0e5fe898ce62;mathias;change_response;challenge;Delivery of poor quality beans at high price;Increased price of some commodities from suppliers;;;
3bf4f9fb-97cd-410b-b673-e59de575d710;mathias;change_response;challenge;Sales are not sufficient. Hoping schools reopen who take much of my commodiously.;Reduced sales;;;
5ec46842-cbdb-4052-80c7-c103144d4cb0;mathias;change_response;challenge;Low sales.;Reduced sales;;;
6c144a54-45a2-40fe-a243-e136359f5b83;mathias;change_response;challenge;The sales are not satisfying.;Reduced sales;;;
350029a9-2d30-455b-937e-cb917ed155bb;mathias;change_response;new_rules;Stopping operations at 5:00pm;Curfew restrictions;;;
75a49495-c756-498f-9f36-6fd40e756297;mathias;change_response;new_rules;Vendors to sit 4m from one another. Stop market operations at 5:00pm;social distancing;Curfew restrictions;;
4190b78b-c931-49be-b07a-e56e2cd29681;mathias;change_response;new_rules;Customer to wash hands before being served, Attend to few customers at a time(2), Stop operating at 7:00 pm.;Mandatory hand washing;Social distancing;Curfew restrictions;
f6c65a33-5c9e-40ac-9399-b5f6aa36f9f1;mathias;change_response;new_rules;Vendors to sit 4m a part. Attend to only two customers at a time.;social distancing;;;
6282f1c9-97c2-4aa8-867a-7ed7513d69f1;mathias;change_response;new_rules;Stop operations at 5:00pm. Vendors to sit 4 m from one another.;Curfew restrictions;Social distancing;;
f863f964-ad3a-4271-806b-e8967ecbec62;mathias;change_response;new_rules;People required to close by 6:00pm.;Curfew restrictions;;;
48371976-85bb-45da-8b62-09e85d24645d;mathias;change_response;new_rules;Stop selling at 6:00pm, tying strings at the shop entrance to keep social distance.;Curfew restrictions;Social distancing;;
d116b29c-3f41-4de9-a931-7db8d7c24ec1;mathias;change_response;new_rules;Stop selling at 6:00, put guard rails to restrict customers entering into shops directly. Restrict customers from touching goods with their hand before buying. Water for washing hands at the entrances.;Curfew restrictions;Barriers to stop customers from touching commodities;mandatory hand washing;
300626f8-14fc-47b3-8dc6-38dfb752f205;mathias;change_response;new_rules;Stop selling at 6:00pm,Putting guard rails to limit customers from touching commodities directly.;Curfew restrictions;Barriers to stop customers from touching commodities;;
5fd00335-fb33-4c4d-be5b-643bfed56eb4;mathias;change_response;new_rules;Stop selling at 6:00pm.;Curfew restrictions;;;
3d3f4e99-4db2-42b7-aca7-c1d8f55122f8;mathias;change_response;new_rules;Decongesting traders by settling others outside the market perimeter.;social distancing;;;
162e472b-f768-4bfc-9512-9008aa6fe59f;mathias;change_response;new_rules;Decongesting the market;social distancing;;;
1586b7fe-29eb-408a-9bca-3fdae3fe4c3c;mathias;change_response;new_rules;Maintaining social distance by expanding the market;social distancing;;;
8ea512ba-4c34-4453-a2a6-8df4701974dc;mathias;change_response;new_rules;Wash your hand before entering the market;Mandatory hand washing;;;
6c124176-71fd-44e3-a3e7-109394decc0b;mathias;change_response;new_rules;Wash your hand;Mandatory hand washing;;;
fa6fb9e1-5cba-47fe-a062-5a6f786815a1;mathias;change_response;new_rules;Washing hands;Mandatory hand washing;;;
292f0ee0-eed0-4134-be05-444849c5e62c;mathias;change_response;new_rules;Washing hands;Mandatory hand washing;;;
64855067-12f6-40bd-8c37-f5881f4ae9f5;mathias;change_response;new_rules;Restrictions on operating hours;Curfew restrictions;;;
a29f6a6e-923c-49dd-bf9f-adba7f84f547;mathias;change_response;new_rules;Restrictions on time for operations;Curfew restrictions;;;
4c75122a-ae0b-45b7-b285-a0eff17157f7;mathias;change_response;new_rules;Restrictions on operating hours;Curfew restrictions;;;
1313c4fd-680c-4d44-97ca-c912555d0a92;mathias;change_response;new_rules;Change in operating time;Curfew restrictions;;;
925049ec-5c99-4952-af18-4b1c5723cf4c;mathias;change_response;new_rules;Restrictions in the times of operation;Curfew restrictions;;;
f3b609d6-7117-4120-a8f5-ac332dd244ae;mathias;change_response;new_rules;Hand washing point, putting mask and gloves, social distance.;Mandatory hand washing;Wearing face mask;Social distancing;
8814dbad-c5fe-4bc6-bec5-6ae49d8bc8bc;mathias;change_response;new_rules;Social distance should be maintain 4 metres,hand washing.;social distancing;manadatory hand washing;;
8f889329cc3044feb25dccb38267e91b;mathias;change_response;new_rules;Mandatory hand washing;no change;;;
76395a35cb0249dcb67d16d46c37a3f6;mathias;change_response;new_rules;No crawding in market place;social distancing;;;
3aabd1cc2ab04737b4d8e1368dbe1355;mathias;change_response;new_rules;Limited time of opening and closure;Curfew restrictions;;;
2cd4bcd09b974435821ad71f8c2c793b;mathias;change_response;new_rules;Mandatory hand washing;no change;;;
a8108a2010b34f9abd8e0b24882a4aef;mathias;change_response;new_rules;Hand washing;Mandatory hand washing;;;
8257a65ba70841fab499b9b017bdae93;mathias;change_response;new_rules;Mandatory hand washing;no change;;;
3167f697c4064085a96752920c62b3c2;mathias;change_response;new_rules;Distancing;social distancing;;;
15e835aaaeae4e599717b443b5a09c33;mathias;change_response;new_rules;No crawding;social distancing;;;
d9f03642e9164004b9c5eafc24e90d0d;mathias;change_response;new_rules;Putting on face masks;Wearing face mask;;;
1e6ec14e99dd4320be8aa59af38183d0;mathias;change_response;new_rules;Wearing of masks;Wearing face mask;;;
28bae0e438da4916b8cc0861d4d39ed0;mathias;change_response;new_rules;Spacing;social distancing;;;
328bf604152f4005b21d25f69a7540d6;mathias;change_response;new_rules;Mandatory hand washing;no change;;;
5a23bf09c19a4e6a85d999c85194b543;mathias;change_response;new_rules;Wearing of face masks;Wearing face mask;;;
04899dfe-a058-4575-ac84-4ea68094b530;mathias;change_response;new_rules;Change in operation hours and compulsory hand washing ;Curfew restrictions;manadatory hand washing;;
1d0a0a48-cc33-449b-a3c7-cf7f491a378c;mathias;change_response;new_rules;Changes in operating hours;Curfew restrictions;;;
7a03e5b0-4b08-4849-8c90-0670a8c2198e;mathias;change_response;new_rules;Change in operation hours;Curfew restrictions;;;
c85913c6-5af6-4cb4-b57e-370cf9f0ddd0;mathias;change_response;new_rules;Compulsory washing of hands and change in operation hours;Mandatory hand washing;Curfew restrictions;;
4172cdd1-86f2-4e5c-97c0-97883b05d2be;mathias;change_response;new_rules;Close business by 5:00pm, vendors to ensure social distancing with customers.;Curfew restrictions;Social distancing;;
1410c5a8-f2e7-4745-a8d2-bffc97444086;mathias;change_response;new_rules;Mandatory hand washing at the entrances Social distance where by traders sit atleast two metres from one another and buyers also stand atleast one metre away from the seller;Mandatory hand washing;Social distancing;;
f27c605c-0eae-4b5b-be82-5b31e4284a85;mathias;change_response;new_rules;"Hand washing
No crowding";Mandatory hand washing;Social distancing;;
d719af0c-76d3-4477-8ac2-9ecdc9ffd742;mathias;change_response;new_rules;"Hand washing
social distance";Mandatory hand washing;Social distancing;;
235b8d6a-8ff2-4b4b-981c-ea7c2665f7ff;mathias;change_response;new_rules;"No crowding
Hand washing at entry point";social distancing;manadatory hand washing;;
7d43aac7-a043-4e55-b477-4ff6048053c8;mathias;change_response;new_rules;Avoid over crowding of customers at the shop, washing hands at the entrances.;social distancing;Washing hands;;
bdb771f6-d70b-4bb6-bb32-55282b0addf1;mathias;change_response;new_rules;Stopping business at 5:00pm. Ensuring social distancing with customers.;Curfew restrictions;Social distancing;;
0172e228-fd01-4ad7-aad9-59154daa858f;mathias;change_response;new_rules;All wholesale and hardware shops are opened again;n/a;;;
a01c21bb-227c-4de4-8070-9b7cb5e3a1f1;mathias;change_response;new_rules;Some closed shops like hardware and whole sale shops allowed to operate;Only wholesale and hardware shops allowed to open;;;
66627217-7377-4aa4-aec0-ff3991c7a8c1;mathias;change_response;new_rules;No, apart from wholesale and hardware shops which have opened after presidential clarification;none;;;
a66b073d-0ee2-4d76-98e8-e3d2befb5657;mathias;change_response;new_rules;"Closing the business early
Limiting the number of customers to serve at a time ";Curfew restrictions;Social distancing;;
0eb62e2c-ac54-4bf5-b744-1a5340ac02ab;mathias;change_response;new_rules;Early closure of the shop;Curfew restrictions;;;
8f94e6c1-8239-4e4a-b917-68d2beeda06f;mathias;change_response;new_rules;"All businesses to close early 
";Curfew restrictions;;;
033f9e38-2db4-4acc-a387-3343989ed37b;mathias;change_response;new_rules;Mandatory Hand washing, social distancing, registrations on the time for market operation ;Mandatory hand washing;Social distancing;;
deb9f53d-80be-4efb-86af-b49f67cf6e15;mathias;change_response;new_rules;Social distancing, restrictions in movement, hand washing ;social distancing;movement restrictions;mandatory hand washing;
ee78d566-8ed0-4749-93da-b183b8e42aa9;mathias;change_response;new_rules;Market not allowed to operate after 06.30pm, hand washing,physical and social distancing ;Curfew restrictions;manadatory hand washing;Social distancing;
54bb4b3f-684e-4aa0-8565-4ada84cb316f;mathias;change_response;new_rules;"Hand washing 
Distancing 
Only safe food stuffs";Mandatory hand washing;Social distancing;;
9c48baf5-4104-4406-9341-ceae5ec76d7e;mathias;change_response;new_rules;"Hand washing 
Distancing 
Roping ";Mandatory hand washing;Curfew restrictions;Roping;
ab3cda0e-5730-4ec2-b1df-e65c31f1af64;mathias;change_response;new_rules;"Hand washing
Crossing time 
Roping ";Mandatory hand washing;Curfew restrictions;Roping;
4be3e8ba-c96b-492e-8527-5a090feaddfe;mathias;change_response;new_rules;Social distancing, closure of shops with food and nfis;social distancing;Closing shops for NFIs;;
6d28d015-5b2a-4faa-a9a0-4b951e28f81d;mathias;change_response;new_rules;Covid19 prevention measures.  Compulsory hand washing,  social distancing,  closing at 5pm;Mandatory hand washing;Social distancing;Curfew restrictions;
9e0f58f6-8893-4b77-8c66-8b31866e5afd;mathias;change_response;new_rules;Washing hands;Mandatory hand washing;;;
ccc151cf-f7a6-4545-afab-50bd47d0d402;mathias;change_response;new_rules;No ridding the motor bike beyond 5 yet we use the bike to transport out goods.;Curfew restrictions;;;
e9d1589a-b853-4e72-a17f-fcd433a38d9a;mathias;change_response;new_rules;Washing hands,no greeting,sit in four meters, don't be in a group of five and above;Mandatory hand washing;No shaking hands;gathering of 5 people+ prohiibited;
3e16d3fd-aa22-4085-bc66-b5b42dbc8cd2;mathias;change_response;new_rules;No greeting each other;No shaking hands;;;
ec5963e5-2c3d-43e9-8b9a-3070561806ac;mathias;change_response;new_rules;No greeting hands, no sitting in agroup of five upward.;No shaking hands;gathering of 5 people+ prohiibited;;
9cde405f-9f84-40c5-a268-633bdce2401b;mathias;change_response;new_rules;Hand washing,  social distancing and closing the market early;Mandatory hand washing;Social distancing;Curfew restrictions;
c10feff0-39fa-43dd-8c41-7a4edaf12350;mathias;change_response;new_rules;Wearing face masks;no change;;;
7b01cdcc-79b0-498b-b5a2-3805f915dc42;mathias;change_response;new_rules;Wearing face masks;no change;;;
cf733634-ba30-4729-b56a-f7bc0ba901e1;mathias;change_response;new_rules;Wearing face mask;no change;;;
d8cc75f1-0f40-4355-a048-40220c147740;mathias;change_response;new_rules;Putting on face masks;Wearing face mask;;;
986be077-0878-47ec-babf-078ca596894b;mathias;change_response;new_rules;Putting on face masks;Wearing face mask;;;
f4af4f26-b567-4162-b947-502a59297c33;mathias;change_response;new_rules;Washing hands in the market, stay a metre from the customer, have a glove;Mandatory hand washing;Social distancing;Wearing gloves;
f8d23c9a-1c01-4d30-ba55-59c96a79ab41;mathias;change_response;new_rules;Washing hands in the market and closing early;Mandatory hand washing;Curfew restrictions;;
e26c2c12-72c3-43e7-83f9-8707c72cc4be;mathias;change_response;new_rules;Closing the market early ;Curfew restrictions;;;
143915ca-bc0a-4e7c-a892-8e6649084a26;mathias;change_response;new_rules;Not touching the hands of tye the customers,  washing hands ;No shaking hands;manadatory hand washing;;
12230aef-abb1-4081-a2d4-b080115bfa58;mathias;change_response;new_rules;Washing hands in the market ;Mandatory hand washing;;;
69b6bc7d-6d3b-406c-925b-879ed288a248;mathias;change_response;new_rules;Washing hands ;Mandatory hand washing;;;
e2e43a0f-55db-4800-ad96-8f47b737ea48;mathias;change_response;new_rules;Washing hands ;Mandatory hand washing;;;
41613c94-0140-4491-87c4-1f2399a187b7;mathias;change_response;new_rules;Keeping distance from customers ;social distancing;;;
3ed27c7742a24816882d3a128543d21e;mathias;change_response;new_rules;Closer of market by 5:30 pm;Curfew restrictions;;;
b9b0d851-bfbd-4509-a73f-6867b5d0546a;mathias;change_response;new_rules;Change in operation hours;Curfew restrictions;;;
c112f9f7-a855-44da-bdd8-891e79f5a173;mathias;change_response;new_rules;Change in operation hours and compulsory hand washing at entry and exit of the markets;Curfew restrictions;manadatory hand washing;;
b5ae681a-ee01-4b83-9da7-e72ed31de502;mathias;change_response;new_rules;Change in operation hours and setting price ceiling for items like salt.;Curfew restrictions;Price legislation;;
35e94427-8ee0-488b-a385-f4bc6753d4e3;mathias;change_response;new_rules;Change in operation hours;Curfew restrictions;;;
afbc5303-a97b-4128-810f-14991a0842a0;mathias;change_response;new_rules;Social distance and washing hands before entering the market.;social distancing;m;;
19fc844e-1a18-4395-a143-0d581839dbef;mathias;change_response;new_rules;Social distance;social distancing;;;
586985719e2b46f2b1a62257a4b7f324;mathias;change_response;new_rules;Mandatory hand washing, wearing of gloves;Mandatory hand washing;Wearing gloves;;
98671470a7904775bf6c21f4e8d322dc;mathias;change_response;new_rules;Wearing of masks, mandatory hand washing;Wearing face mask;manadatory hand washing;;
f167752b7097470890f7d310f8c4c06f;mathias;change_response;new_rules;Mandatory washing of hands, social distancing;Mandatory hand washing;Social distancing;;
