"","Date","Settlement","Observed_quantity_cassava","Observed_price_cassava","Observed_quantity_dodo","Observed_price_dodo","Observed_quantity_fish","Observed_price_fish","Observed_quantity_firewood","Observed_price_firewood","Observed_quantity_charcoal","Observed_price_charcoal","Country"
"166","2019-12","Palabek",3,1000,0.7,1000,0.2,5000,NA,NA,NA,NA,"Uganda"
"167","2019-12","Palabek",NA,NA,0.6,1000,NA,NA,NA,NA,NA,NA,"Uganda"
"168","2019-12","Palabek",3,1000,0.6,1000,NA,NA,10.1,2000,1.5,1000,"Uganda"
"169","2019-12","Palabek",NA,NA,0.4,1000,0.3,6000,NA,NA,NA,NA,"Uganda"
"170","2019-12","Palabek",NA,NA,0.4,1000,NA,NA,NA,NA,NA,NA,"Uganda"
"171","2019-12","Palabek",3.1,1000,0.6,1000,0.3,6000,10.5,2000,0.9,1000,"Uganda"
"172","2019-12","Imvepi",1,1000,1,2000,0.5,5000,1,1500,1,1000,"Uganda"
"173","2019-12","Imvepi",1,1000,1,1600,1,20000,NA,NA,1,1000,"Uganda"
"174","2019-12","Koboko/Lobule",1.5,1000,1.2,1000,0.4,10000,6,1000,1,500,"Uganda"
"175","2019-7","Palabek",1.6,1000,0.6,1000,0.3,6000,NA,NA,NA,NA,"Uganda"
"176","2020-1","Bidibidi",1.95,1000,0.85,1000,0.75,5000,NA,NA,NA,NA,"Uganda"
"177","2020-1","Bidibidi",1.5,1000,0.79,1000,0.8,5000,NA,NA,NA,NA,"Uganda"
"178","2020-1","Bidibidi",1.6,1000,0.75,1000,0.76,5000,NA,NA,NA,NA,"Uganda"
"179","2020-1","Bidibidi",2,1000,0.9,1000,0.85,5000,NA,NA,NA,NA,"Uganda"
"180","2020-1","Imvepi",NA,NA,NA,NA,0.4,5000,NA,NA,NA,NA,"Uganda"
"181","2020-1","Imvepi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"182","2020-1","Imvepi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"183","2020-1","Kyangwali",1,450,1,1600,1,20000,NA,NA,NA,NA,"Uganda"
"184","2020-1","Kyangwali",1,450,1,1850,1,23000,NA,NA,NA,NA,"Uganda"
"185","2020-1","Kyangwali",1,350,1,1700,1,22000,NA,NA,NA,NA,"Uganda"
"186","2020-1","Palorinya",3.3,2000,0.9,1000,0.45,5000,NA,NA,NA,NA,"Uganda"
"187","2020-1","Palorinya",1.7,1000,0.95,1000,0.4,5000,NA,NA,NA,NA,"Uganda"
"188","2020-1","Palorinya",3.5,2000,0.85,1000,0.45,5000,NA,NA,NA,NA,"Uganda"
"189","2020-1","Kyaka II",1,1000,0.3,500,0.2,5000,NA,NA,NA,NA,"Uganda"
"190","2020-1","Palabek",3.1,1000,0.6,1000,0.3,6000,NA,NA,NA,NA,"Uganda"
"191","2020-1","Palabek",3.3,1000,0.6,1000,0.2,6000,NA,NA,NA,NA,"Uganda"
"192","2020-1","Palabek",NA,NA,0.5,1000,0.2,6000,NA,NA,NA,NA,"Uganda"
"193","2020-1","Palabek",NA,NA,0.5,1000,NA,NA,NA,NA,NA,NA,"Uganda"
"194","2020-1","Palabek",3,1000,0.5,1000,0.2,5000,NA,NA,NA,NA,"Uganda"
"195","2020-1","Palabek",2.9,1000,0.6,1000,NA,NA,NA,NA,NA,NA,"Uganda"
"196","2020-1","Rwamwanja",1.2,2000,NA,NA,0.1,3000,NA,NA,NA,NA,"Uganda"
"197","2020-1","Kyangwali",1,300,1,1800,1,23000,NA,NA,NA,NA,"Uganda"
"198","2020-1","Kyangwali",1,350,1,1700,1,23500,NA,NA,NA,NA,"Uganda"
"199","2020-1","Kyangwali",1,450,1,1850,1,20000,NA,NA,NA,NA,"Uganda"
"200","2020-1","Palabek",3,1000,0.6,1000,0.7,6000,NA,NA,NA,NA,"Uganda"
"201","2020-1","Palabek",2.9,1000,0.5,1000,0.5,5000,NA,NA,NA,NA,"Uganda"
"202","2020-1","Palabek",3,1000,0.6,1000,0.3,6000,NA,NA,NA,NA,"Uganda"
"203","2020-1","Kyaka II",1.5,1000,NA,NA,0.4,500,NA,NA,NA,NA,"Uganda"
"204","2020-1","Bidibidi",1,1000,NA,NA,1,5000,NA,NA,NA,NA,"Uganda"
"205","2020-1","Bidibidi",1,500,NA,NA,0.25,5000,NA,NA,NA,NA,"Uganda"
"206","2020-1","Bidibidi",1,1000,0.75,1000,0.65,5000,NA,NA,NA,NA,"Uganda"
"207","2020-1","Bidibidi",2,1000,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"208","2020-1","Bidibidi",2.5,1000,0.75,1000,0.7,5000,NA,NA,NA,NA,"Uganda"
"209","2020-1","Bidibidi",1.35,1000,0.8,1000,0.65,5000,NA,NA,NA,NA,"Uganda"
"210","2020-1","Bidibidi",2.1,1000,0.85,1000,0.5,5000,NA,NA,NA,NA,"Uganda"
"211","2020-1","Adjumani",1.7,2000,0.6,2500,0.4,14000,NA,NA,NA,NA,"Uganda"
"212","2020-1","Adjumani",1.5,2000,0.6,3000,0.4,15000,NA,NA,NA,NA,"Uganda"
"213","2020-1","Adjumani",1.4,2000,0.6,3500,0.4,16000,NA,NA,NA,NA,"Uganda"
"214","2020-1","Arua/Rhino Camp",NA,NA,1,600,1,5000,NA,NA,NA,NA,"Uganda"
"215","2020-1","Arua/Rhino Camp",NA,NA,1,600,1,2500,NA,NA,NA,NA,"Uganda"
"216","2020-1","Arua/Rhino Camp",1,1000,1,600,1,8000,NA,NA,NA,NA,"Uganda"
"217","2020-1","Imvepi",NA,NA,0.66,400,NA,NA,NA,NA,NA,NA,"Uganda"
"218","2020-1","Imvepi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"219","2020-1","Rwamwanja",2.1,1000,NA,NA,0.2,5000,NA,NA,NA,NA,"Uganda"
"220","2020-1","Kyaka II",1.2,1000,NA,NA,0.3,5000,NA,NA,NA,NA,"Uganda"
"221","2020-1","Kyangwali",1,200,1,2500,1,25700,NA,NA,NA,NA,"Uganda"
"222","2020-1","Kyangwali",1,200,1,2000,1,15000,NA,NA,NA,NA,"Uganda"
"223","2020-1","Palabek",3,1000,0.5,1000,0.2,5000,NA,NA,NA,NA,"Uganda"
"224","2020-1","Palabek",2.4,1000,NA,NA,0.2,5000,NA,NA,NA,NA,"Uganda"
"225","2020-1","Palabek",3,1000,0.5,1000,0.2,5000,NA,NA,NA,NA,"Uganda"
"226","2020-1","Palabek",NA,NA,NA,NA,0.2,5000,NA,NA,NA,NA,"Uganda"
"227","2020-1","Palabek",3,1000,0.4,1000,0.3,6000,NA,NA,NA,NA,"Uganda"
"228","2020-1","Palabek",2.8,1000,NA,NA,0.2,6000,NA,NA,NA,NA,"Uganda"
"229","2020-1","Bidibidi",2.01,1000,0.4,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"230","2020-1","Bidibidi",NA,NA,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"231","2020-1","Bidibidi",2.5,1000,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"232","2020-1","Bidibidi",NA,NA,0.4,1000,0.3,1000,NA,NA,NA,NA,"Uganda"
"233","2020-1","Nakivale",1,1400,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"234","2020-1","Nakivale",1,1000,1.8,2000,NA,NA,NA,NA,NA,NA,"Uganda"
"235","2020-1","Nakivale",1,1000,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"236","2020-1","Oruchinga",1,1000,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"237","2020-1","Oruchinga",1,1000,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"238","2020-1","Oruchinga",1,1000,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"239","2020-1","Adjumani",1.4,2000,0.7,3000,0.4,13000,NA,NA,NA,NA,"Uganda"
"240","2020-1","Adjumani",1.1,1000,0.7,5000,0.4,14000,NA,NA,NA,NA,"Uganda"
"241","2020-1","Adjumani",1,1000,0.7,5000,0.4,15000,NA,NA,NA,NA,"Uganda"
"242","2020-1","Palorinya",NA,NA,0.2,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"243","2020-1","Palorinya",NA,NA,0.2,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"244","2020-1","Palorinya",NA,NA,0.2,1000,0.1,5000,NA,NA,NA,NA,"Uganda"
"245","2020-1","Kyangwali",1,200,1,1800,1,23300,NA,NA,NA,NA,"Uganda"
"246","2020-1","Bidibidi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"247","2020-12","Kiryandongo",3,1000,0.3,1000,0.5,10000,6,2000,0.3,1000,"Uganda"
"248","2020-2","Bidibidi",NA,NA,0.4,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"249","2020-2","Bidibidi",NA,NA,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"250","2020-2","Bidibidi",NA,NA,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"251","2020-2","Bidibidi",NA,NA,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"252","2020-2","Palabek",3,1000,0.5,1000,0.2,6000,NA,NA,NA,NA,"Uganda"
"253","2020-2","Palabek",3.1,1000,0.5,1000,0.2,6000,NA,NA,NA,NA,"Uganda"
"254","2020-2","Palabek",3,1000,0.6,1000,0.3,6500,NA,NA,NA,NA,"Uganda"
"255","2020-2","Palorinya",1,2000,0.2,1000,0.4,5000,NA,NA,NA,NA,"Uganda"
"256","2020-2","Palorinya",0.5,2000,0.2,1000,0.2,4000,NA,NA,NA,NA,"Uganda"
"257","2020-2","Rwamwanja",2.5,2000,NA,NA,0.2,500,NA,NA,NA,NA,"Uganda"
"258","2020-2","Bidibidi",NA,NA,0.4,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"259","2020-2","Bidibidi",NA,NA,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"260","2020-2","Bidibidi",NA,NA,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"261","2020-2","Bidibidi",NA,NA,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"262","2020-2","Kyangwali",1,1000,1,1500,1,10000,NA,NA,NA,NA,"Uganda"
"263","2020-2","Kyangwali",1,500,1,2000,1,22000,NA,NA,NA,NA,"Uganda"
"264","2020-2","Palabek",3,1000,0.5,1000,0.3,6000,NA,NA,NA,NA,"Uganda"
"265","2020-2","Palabek",2.9,1000,NA,NA,0.2,6000,NA,NA,NA,NA,"Uganda"
"266","2020-2","Palabek",NA,NA,NA,NA,0.2,6500,NA,NA,NA,NA,"Uganda"
"267","2020-2","Kyangwali",1,650,1,1500,1,20000,NA,NA,NA,NA,"Uganda"
"268","2020-2","Kyangwali",1,500,1,1800,1,22000,NA,NA,NA,NA,"Uganda"
"269","2020-2","Kyangwali",1,400,1,1700,1,25000,NA,NA,NA,NA,"Uganda"
"270","2020-2","Imvepi",NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,"Uganda"
"271","2020-2","Imvepi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"272","2020-2","Imvepi",NA,NA,0.5,600,NA,50000,NA,NA,NA,NA,"Uganda"
"273","2020-2","Kyaka II",1.5,1000,0.3,500,0.25,5000,NA,NA,NA,NA,"Uganda"
"274","2020-2","Kyaka II",2.5,1000,NA,NA,0.3,5000,NA,NA,NA,NA,"Uganda"
"275","2020-2","Bidibidi",NA,NA,0.4,1000,0.4,5000,NA,NA,NA,NA,"Uganda"
"276","2020-2","Bidibidi",2.5,1000,0.4,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"277","2020-2","Bidibidi",NA,NA,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"278","2020-2","Bidibidi",NA,NA,0.4,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"279","2020-2","Palabek",3.5,1000,0.5,1000,0.3,6000,NA,NA,NA,NA,"Uganda"
"280","2020-2","Palabek",2.8,1000,0.5,1000,0.2,5000,NA,NA,NA,NA,"Uganda"
"281","2020-2","Palabek",3,1000,0.4,1000,0.2,6000,NA,NA,NA,NA,"Uganda"
"282","2020-2","Nakivale",3.2,2000,NA,NA,NA,NA,NA,NA,NA,NA,"Uganda"
"283","2020-2","Nakivale",3.6,2000,1.7,2000,0.36,6000,NA,NA,NA,NA,"Uganda"
"284","2020-2","Nakivale",2,2000,2.1,2000,0.42,6000,NA,NA,NA,NA,"Uganda"
"285","2020-2","Oruchinga",2.7,2000,1.6,2000,0.32,6000,NA,NA,NA,NA,"Uganda"
"286","2020-2","Oruchinga",3,2000,1.7,2000,0.3,6000,NA,NA,NA,NA,"Uganda"
"287","2020-2","Oruchinga",3.2,2000,1.8,2000,0.4,6000,NA,NA,NA,NA,"Uganda"
"288","2020-2","Rwamwanja",2.7,1000,NA,NA,0.2,5000,NA,NA,NA,NA,"Uganda"
"289","2020-2","Kyaka II",2.3,1000,0.7,500,0.2,5000,NA,NA,NA,NA,"Uganda"
"290","2020-2","Arua/Rhino Camp",NA,NA,0.3,1000,0.2,5000,NA,NA,NA,NA,"Uganda"
"291","2020-2","Bidibidi",2.5,1000,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"292","2020-2","Bidibidi",2.4,1000,NA,NA,0.3,5000,NA,NA,NA,NA,"Uganda"
"293","2020-2","Bidibidi",2.5,1000,0.3,1000,0.4,5000,NA,NA,NA,NA,"Uganda"
"294","2020-2","Bidibidi",2.5,1000,0.3,1000,0.3,5000,NA,NA,NA,NA,"Uganda"
"295","2020-2","Kiryandongo",2.2,1000,0.5,1000,0.4,6000,NA,NA,NA,NA,"Uganda"
"296","2020-2","Kiryandongo",2.3,1000,0.3,1000,0.3,6000,NA,NA,NA,NA,"Uganda"
"297","2020-3","Bidibidi",2.4,1000,0.3,1000,0.3,5000,3,2000,1.5,1000,"Uganda"
"298","2020-3","Bidibidi",2.5,1000,0.3,1000,0.3,5000,3,2000,1.5,1000,"Uganda"
"299","2020-3","Bidibidi",2.3,1000,0.4,1000,0.4,5000,3,2000,1.5,1000,"Uganda"
"300","2020-3","Bidibidi",NA,NA,0.3,1000,0.3,5000,3,2000,1.8,1000,"Uganda"
"301","2020-3","Kyaka II",1.5,1000,NA,NA,NA,NA,NA,NA,0.9,1000,"Uganda"
"302","2020-3","Kyaka II",1.5,1000,0.6,500,0.2,5000,NA,NA,0.5,500,"Uganda"
"303","2020-3","Kyangwali",1,450,1,1700,1,18000,NA,NA,NA,NA,"Uganda"
"304","2020-3","Kyangwali",1,400,1,1750,1,17000,NA,NA,NA,NA,"Uganda"
"305","2020-3","Kyangwali",1,450,1,1800,1,19000,NA,NA,NA,NA,"Uganda"
"306","2020-3","Rwamwanja",2,1000,0.4,500,0.3,7000,NA,NA,1.3,1000,"Uganda"
"307","2020-3","Kyangwali",1,450,1,1700,1,20000,NA,NA,NA,NA,"Uganda"
"308","2020-3","Kyangwali",1,450,1,1800,1,19000,NA,NA,NA,NA,"Uganda"
"309","2020-3","Kyangwali",1,350,1,1750,1,18000,NA,NA,NA,NA,"Uganda"
"310","2020-3","Bidibidi",2.5,1000,0.3,1000,NA,NA,5,2000,2,1000,"Uganda"
"311","2020-3","Bidibidi",2.4,1000,0.4,1000,0.3,5000,4,2000,1.5,1000,"Uganda"
"312","2020-3","Bidibidi",2.6,1000,0.4,1000,0.3,5000,4,2000,1.7,1000,"Uganda"
"313","2020-3","Bidibidi",2.3,1000,0.3,1000,0.3,5000,3,2000,1,1000,"Uganda"
"314","2020-3","Palorinya",1.7,1000,0.3,1000,0.4,5000,NA,3000,NA,6000,"Uganda"
"315","2020-3","Palorinya",1.7,1000,0.35,1000,0.45,5000,NA,3000,NA,6000,"Uganda"
"316","2020-3","Palorinya",1.7,1000,0.4,1000,0.45,5000,NA,5000,NA,6000,"Uganda"
"317","2020-3","Kiryandongo",2.6,1000,0.3,1000,0.3,6000,NA,NA,NA,NA,"Uganda"
"318","2020-3","Bidibidi",2.3,1000,0.3,1000,0.3,5000,3,2000,1.2,1000,"Uganda"
"319","2020-3","Bidibidi",2.4,1000,0.3,1000,0.3,5000,3.5,2000,1,1000,"Uganda"
"320","2020-3","Bidibidi",2.2,1000,0.3,1000,0.3,5000,3,2000,1.3,1000,"Uganda"
"321","2020-3","Bidibidi",2.1,1000,0.3,1000,0.3,5000,4,2000,1.2,1000,"Uganda"
"322","2020-3","Rwamwanja",1.5,1000,0.3,500,0.4,7000,NA,NA,1.4,1000,"Uganda"
"323","2020-3","Oruchinga",2.6,2000,1.4,2000,0.28,6500,NA,NA,1.8,2000,"Uganda"
"324","2020-3","Oruchinga",2.4,2000,1.3,2000,0.3,6000,NA,NA,2.2,2000,"Uganda"
"325","2020-3","Oruchinga",2.5,2000,1.5,2000,0.3,6000,NA,NA,1.8,2000,"Uganda"
"326","2020-3","Palorinya",1.5,1000,0.2,1000,0.5,5000,4,2000,1,5000,"Uganda"
"327","2020-3","Bidibidi",2.3,1000,0.3,1000,0.3,5000,3,1000,1.2,1000,"Uganda"
"328","2020-3","Bidibidi",2.4,1000,0.3,1000,0.4,5000,3,2000,1.2,1000,"Uganda"
"329","2020-3","Bidibidi",2.5,1000,0.3,1000,0.3,5000,2.5,2000,1.1,1000,"Uganda"
"330","2020-3","Bidibidi",2.1,1000,0.3,1000,0.4,5000,2.5,2000,1.3,1000,"Uganda"
"331","2020-3","Kiryandongo",2.1,1000,0.3,1000,0.3,6000,6,2000,0.2,1000,"Uganda"
"332","2020-3","Kyaka II",1.4,1000,NA,NA,0.3,5000,NA,NA,0.4,1000,"Uganda"
"333","2020-3","Kyaka II",0.5,1000,0.2,500,0.3,5000,NA,NA,0.3,1000,"Uganda"
"334","2020-3","Arua/Rhino Camp",NA,NA,NA,NA,NA,NA,11.6,2000,2.2,1000,"Uganda"
"335","2020-3","Arua/Rhino Camp",2,1000,0.5,1000,0.2,1000,13.1,2000,1.8,1000,"Uganda"
"336","2020-3","Arua/Rhino Camp",3.5,1000,NA,NA,0.2,4000,12.5,2000,1.6,1000,"Uganda"
"337","2020-3","Koboko/Lobule",NA,NA,NA,NA,0.2,4000,22,2000,2,1000,"Uganda"
"338","2020-3","Koboko/Lobule",1.5,2000,1.8,1500,0.3,4500,15,2000,1,600,"Uganda"
"339","2020-3","Koboko/Lobule",1.3,2000,1.5,1000,0.4,5000,14,2000,1,500,"Uganda"
